"X-coordinate","Electric Potential"
"-0.7000000000000001","2.8603570359104182"
"-0.686","3.0347257630718243"
"-0.672","3.223462155729107"
"-0.658","3.428066024904616"
"-0.644","3.6502275210939756"
"-0.63","3.891855669868907"
"-0.616","4.155111854581603"
"-0.602","4.442449220694329"
"-0.588","4.756659192733942"
"-0.574","5.1009265618256725"
"-0.5599999999999999","5.478894938074357"
"-0.5459999999999999","5.894744781570814"
"-0.5319999999999999","6.353286754066131"
"-0.5179999999999999","6.86007380253062"
"-0.5039999999999999","7.421536231633837"
"-0.4899999999999999","8.045145101073295"
"-0.47599999999999987","8.739610661023784"
"-0.46199999999999986","9.515124304085479"
"-0.44799999999999984","10.383654784477425"
"-0.43399999999999983","11.359312384170522"
"-0.4199999999999998","12.458798498332133"
"-0.4059999999999998","13.701963025300522"
"-0.3919999999999998","15.112498324892954"
"-0.3779999999999998","16.71880678692844"
"-0.36399999999999977","18.555089779884575"
"-0.34999999999999976","20.662719593930237"
"-0.33599999999999974","23.09197372913629"
"-0.32199999999999973","25.904233303077213"
"-0.3079999999999997","29.17477510183809"
"-0.2939999999999997","32.99631990581843"
"-0.2799999999999997","37.483536758271704"
"-0.2659999999999997","42.77873922357345"
"-0.25199999999999967","49.059034744194776"
"-0.23799999999999966","56.545180491253674"
"-0.22399999999999964","65.51232035362327"
"-0.20999999999999963","76.30257002160542"
"-0.19599999999999962","89.33902044547386"
"-0.1819999999999996","105.1401716075083"
"-0.1679999999999996","124.33348709427196"
"-0.15399999999999958","147.66811931802437"
"-0.13999999999999957","176.03342009943714"
"-0.12599999999999956","210.50715447193434"
"-0.11199999999999956","252.48740312067832"
"-0.09799999999999956","303.9888920085127"
"-0.08399999999999956","368.05337099686767"
"-0.06999999999999956","-1176.0806798834137"
"-0.055999999999999564","-5601.549229887318"
"-0.041999999999999565","-12369.528688314605"
"-0.027999999999999563","-25981.023261198734"
"-0.013999999999999561","-40678.713111439945"
"4.40619762898109E-16","-40001.00000000004"
"0.014000000000000443","-40687.99348806185"
"0.028000000000000445","-26002.067746073415"
"0.04200000000000045","-12389.399148881645"
"0.05600000000000045","-5608.993606871103"
"0.07000000000000045","-1165.2585624561473"
"0.08400000000000045","381.276991412285"
"0.09800000000000045","309.9467562787776"
"0.11200000000000045","255.56496242135793"
"0.12600000000000044","212.25148875426234"
"0.14000000000000046","177.0912571146015"
"0.15400000000000047","148.34563604475684"
"0.16800000000000048","124.78753057216666"
"0.1820000000000005","105.45608886805917"
"0.1960000000000005","89.5657607607539"
"0.21000000000000052","76.46956178498108"
"0.22400000000000053","65.63800628410534"
"0.23800000000000054","56.64154187443505"
"0.25200000000000056","49.13409945093899"
"0.26600000000000057","42.83803104640416"
"0.2800000000000006","37.53094493810417"
"0.2940000000000006","33.034638398070406"
"0.3080000000000006","29.20604691328057"
"0.3220000000000006","25.92997606465502"
"0.33600000000000063","23.113330847578023"
"0.35000000000000064","20.680563591785816"
"0.36400000000000066","18.570094229453108"
"0.37800000000000067","16.731497202278174"
"0.3920000000000007","15.123288700501723"
"0.4060000000000007","13.711182424748044"
"0.4200000000000007","12.466710641589923"
"0.4340000000000007","11.366130242760098"
"0.44800000000000073","10.389551570940325"
"0.46200000000000074","9.520241827862595"
"0.47600000000000076","8.744065739611845"
"0.49000000000000077","8.049034521242175"
"0.5040000000000008","7.424940618577982"
"0.5180000000000008","6.863060660425226"
"0.5320000000000008","6.355912871863173"
"0.5460000000000008","5.897058149362747"
"0.5600000000000008","5.480936282836841"
"0.5740000000000008","5.102730585568779"
"0.5880000000000009","4.758255576257257"
"0.6020000000000009","4.44386344147469"
"0.6160000000000009","4.15636585671759"
"0.6300000000000009","3.8929684154500985"
"0.6440000000000009","3.6512154458106694"
"0.6580000000000009","3.4289434163635053"
"0.6720000000000009","3.224241468830886"
"0.6860000000000009","3.035417884021655"
