Reading data from C:\mcnpdata\Lib80x\Pb\82207.800nc

MT 102 Photon report for nuclide 82207.00c = Pb207 Lib80x (jlconlin)  Reference LA-UR-18-24034 by Conlin, J.L., et

Yield Interpolations
     1     2  (linear-linear) 
 n-Energy      Yield
1.00000e-11   1.685214
2.53000e-08   1.685214
1.00000e-06   1.685204
2.00000e-04   1.685202
1.00000e-03   1.685216
2.00000e-03   1.803852
5.00000e-03   1.944451
1.00000e-02   2.072154
2.00000e-02   2.251198
5.00000e-02   2.473025
1.00000e-01   2.649875
2.00000e-01   2.925532
3.00000e-01   3.093617
4.00000e-01   3.219962
5.00000e-01   3.328976
6.00000e-01   3.352693
7.00000e-01   3.311702
8.00000e-01   3.366439
9.00000e-01   3.429232
1.00000e+00   3.561712
1.20000e+00   3.704297
1.40000e+00   3.819186
1.60000e+00   3.914666
1.80000e+00   3.782418
2.00000e+00   3.806965
2.20000e+00   3.847044
2.40000e+00   3.885192
2.60000e+00   3.917865
2.80000e+00   3.937196
3.00000e+00   3.948783
3.20000e+00   3.962703
3.40000e+00   3.949304
3.60000e+00   3.812583
3.80000e+00   3.766170
4.00000e+00   3.746235
4.20000e+00   3.705277
4.40000e+00   3.724369
4.60000e+00   3.698846
4.80000e+00   3.631991
5.00000e+00   3.579439
5.20000e+00   3.477870
5.40000e+00   3.475375
5.60000e+00   3.363558
5.80000e+00   3.271772
6.00000e+00   3.133768
6.20000e+00   3.075816
6.40000e+00   3.053041
6.60000e+00   2.880013
6.80000e+00   2.874141
7.00000e+00   2.756081
7.20000e+00   2.749480
7.40000e+00   2.737282
7.60000e+00   2.674124
7.80000e+00   2.702959
8.00000e+00   2.735079
8.50000e+00   2.823754
9.00000e+00   2.948215
9.50000e+00   3.100986
1.00000e+01   3.269552
1.05000e+01   3.440959
1.10000e+01   3.608134
1.15000e+01   3.772360
1.20000e+01   3.924747
1.25000e+01   4.048604
1.30000e+01   4.172252
1.35000e+01   4.265538
1.40000e+01   4.330664
1.45000e+01   4.354514
1.50000e+01   4.329766
1.60000e+01   4.228058
1.70000e+01   4.124933
1.80000e+01   4.036729
1.90000e+01   3.974683
2.00000e+01   3.929515
2.00000e+02   3.929515
Neutron Energy Interpolation:
     1     2  (linear-linear) 
39 neutron energy bins and distributions follow
Neutron E = 1.00000e-11   (1 of 39)
Distribution interpolation:   1  (histogram)
Number of Discrete Energies: 19
   EOUT           PDF              CDF
  2.614550e+00   2.992034e-01     0.29920340
  1.381150e+00   1.548941e-04     0.29935830
  1.093890e+00   1.004130e-05     0.29936834
  8.605599e-01   3.987822e-03     0.30335616
  8.392601e-01   3.578657e-05     0.30339195
  7.979598e-01   4.394550e-05     0.30343589
  7.632198e-01   1.036580e-04     0.30353955
  7.486999e-01   1.660432e-03     0.30519998
  7.220599e-01   2.478202e-05     0.30522476
  5.831899e-01   9.394818e-03     0.31461958
  5.698900e-01   3.600492e-05     0.31465559
  5.107000e-01   6.916136e-04     0.31534720
  4.858498e-01   3.144178e-06     0.31535034
  3.285601e-01   3.578657e-05     0.31538613
  2.773700e-01   4.580165e-03     0.31996629
  2.525198e-01   1.128862e-04     0.32007918
  2.333300e-01   2.756071e-05     0.32010674
  2.113600e-01   8.400009e-05     0.32019074
  1.252000e-01   3.600492e-05     0.32022675

  5.000000e-04   2.109168e-03     0.32022675
  1.500000e-03   2.711082e-03     0.32022886
  3.500000e-03   4.516973e-03     0.32023428
  7.500000e-03   9.181570e-03     0.32025235
  1.500000e-02   1.621558e-02     0.32032121
  3.500000e-02   3.108407e-02     0.32064552
  7.500000e-02   3.602036e-02     0.32188888
  1.500000e-01   4.354986e-02     0.32459041
  2.500000e-01   5.787371e-02     0.32894540
  3.500000e-01   7.472438e-02     0.33473277
  4.500000e-01   9.026466e-02     0.34220520
  5.500000e-01   1.092159e-01     0.35123167
  6.500000e-01   1.185372e-01     0.36215326
  7.500000e-01   1.227505e-01     0.37400698
  8.500000e-01   1.281478e-01     0.38628203
  9.500000e-01   1.238094e-01     0.39909681
  1.050000e+00   1.178406e-01     0.41147775
  1.150000e+00   1.100177e-01     0.42326181
  1.250000e+00   1.009048e-01     0.43426358
  1.350000e+00   9.099431e-02     0.44435406
  1.450000e+00   4.476313e-01     0.45345349
  1.550000e+00   3.360399e-01     0.49821662
  1.650000e+00   2.968438e-01     0.53182061
  1.750000e+00   2.610500e-01     0.56150499
  1.850000e+00   2.277514e-01     0.58760999
  1.950000e+00   1.912516e-01     0.61038513
  2.100000e+00   1.471643e-01     0.63907287
  2.300000e+00   1.091962e-01     0.66850573
  2.500000e+00   8.155019e-02     0.69034497
  2.700000e+00   6.123291e-02     0.70665501
  2.900000e+00   4.588278e-02     0.71890159
  3.100000e+00   3.382348e-02     0.72807815
  3.300000e+00   2.402779e-02     0.73484284
  3.500000e+00   1.609754e-02     0.73964840
  3.700000e+00   9.912232e-03     0.74286791
  3.900000e+00   1.294030e-01     0.74485036
  4.250000e+00   1.550592e-01     0.79014141
  4.750000e+00   1.110789e-01     0.86767101
  5.250000e+00   8.131374e-02     0.92321046
  5.750000e+00   4.975038e-02     0.96386733
  6.250000e+00   1.991079e-02     0.98874252
  6.750000e+00   2.604177e-03     0.99869791
  7.250000e+00   0.000000e+00     1.00000000
  7.750000e+00   0.000000e+00     1.00000000
Neutron E = 2.53000e-08   (2 of 39)
Distribution interpolation:   1  (histogram)
Number of Discrete Energies: 19
   EOUT           PDF              CDF
  2.614550e+00   2.992032e-01     0.29920320
  1.381150e+00   1.548942e-04     0.29935810
  1.093890e+00   1.004131e-05     0.29936814
  8.605599e-01   3.987826e-03     0.30335597
  8.392601e-01   3.578653e-05     0.30339175
  7.979598e-01   4.394548e-05     0.30343570
  7.632198e-01   1.036580e-04     0.30353936
  7.486999e-01   1.660434e-03     0.30519979
  7.220599e-01   2.478208e-05     0.30522457
  5.831899e-01   9.394825e-03     0.31461940
  5.698900e-01   3.600487e-05     0.31465540
  5.107000e-01   6.916151e-04     0.31534702
  4.858498e-01   3.144178e-06     0.31535016
  3.285601e-01   3.578653e-05     0.31538595
  2.773700e-01   4.580154e-03     0.31996610
  2.525198e-01   1.128863e-04     0.32007899
  2.333300e-01   2.756078e-05     0.32010655
  2.113600e-01   8.400045e-05     0.32019055
  1.252000e-01   3.600487e-05     0.32022655

  5.000000e-04   2.109169e-03     0.32022655
  1.500000e-03   2.711082e-03     0.32022866
  3.500000e-03   4.516974e-03     0.32023409
  7.500000e-03   9.181573e-03     0.32025215
  1.500000e-02   1.621558e-02     0.32032102
  3.500000e-02   3.108408e-02     0.32064533
  7.500000e-02   3.602037e-02     0.32188869
  1.500000e-01   4.354987e-02     0.32459022
  2.500000e-01   5.787373e-02     0.32894520
  3.500000e-01   7.472441e-02     0.33473258
  4.500000e-01   9.026469e-02     0.34220502
  5.500000e-01   1.092160e-01     0.35123149
  6.500000e-01   1.185372e-01     0.36215309
  7.500000e-01   1.227506e-01     0.37400681
  8.500000e-01   1.281478e-01     0.38628187
  9.500000e-01   1.238094e-01     0.39909665
  1.050000e+00   1.178407e-01     0.41147759
  1.150000e+00   1.100177e-01     0.42326166
  1.250000e+00   1.009048e-01     0.43426343
  1.350000e+00   9.099433e-02     0.44435391
  1.450000e+00   4.476314e-01     0.45345334
  1.550000e+00   3.360400e-01     0.49821648
  1.650000e+00   2.968439e-01     0.53182048
  1.750000e+00   2.610501e-01     0.56150487
  1.850000e+00   2.277514e-01     0.58760988
  1.950000e+00   1.912516e-01     0.61038502
  2.100000e+00   1.471644e-01     0.63907276
  2.300000e+00   1.091962e-01     0.66850565
  2.500000e+00   8.155020e-02     0.69034489
  2.700000e+00   6.123292e-02     0.70665493
  2.900000e+00   4.588280e-02     0.71890151
  3.100000e+00   3.382349e-02     0.72807807
  3.300000e+00   2.402780e-02     0.73484277
  3.500000e+00   1.609754e-02     0.73964833
  3.700000e+00   9.912235e-03     0.74286784
  3.900000e+00   1.294030e-01     0.74485028
  4.250000e+00   1.550593e-01     0.79014133
  4.750000e+00   1.110789e-01     0.86767098
  5.250000e+00   8.131376e-02     0.92321044
  5.750000e+00   4.975040e-02     0.96386732
  6.250000e+00   1.991079e-02     0.98874252
  6.750000e+00   2.604178e-03     0.99869791
  7.250000e+00   0.000000e+00     1.00000000
  7.750000e+00   0.000000e+00     1.00000000
Neutron E = 2.00000e-04   (3 of 39)
Distribution interpolation:   1  (histogram)
Number of Discrete Energies: 19
   EOUT           PDF              CDF
  2.614550e+00   2.992034e-01     0.29920338
  1.381150e+00   1.548940e-04     0.29935827
  1.093890e+00   1.004130e-05     0.29936832
  8.605599e-01   3.987831e-03     0.30335615
  8.392601e-01   3.578665e-05     0.30339193
  7.979598e-01   4.394554e-05     0.30343588
  7.632198e-01   1.036581e-04     0.30353954
  7.486999e-01   1.660431e-03     0.30519997
  7.220599e-01   2.478208e-05     0.30522475
  5.831899e-01   9.394814e-03     0.31461956
  5.698900e-01   3.600503e-05     0.31465557
  5.107000e-01   6.916137e-04     0.31534718
  4.858498e-01   3.144184e-06     0.31535033
  3.285601e-01   3.578665e-05     0.31538611
  2.773700e-01   4.580137e-03     0.31996625
  2.525198e-01   1.128863e-04     0.32007914
  2.333300e-01   2.756066e-05     0.32010670
  2.113600e-01   8.400032e-05     0.32019070
  1.252000e-01   3.600503e-05     0.32022670

  5.000000e-04   2.109169e-03     0.32022670
  1.500000e-03   2.711082e-03     0.32022881
  3.500000e-03   4.516974e-03     0.32023423
  7.500000e-03   9.181571e-03     0.32025230
  1.500000e-02   1.621558e-02     0.32032116
  3.500000e-02   3.108407e-02     0.32064547
  7.500000e-02   3.602037e-02     0.32188884
  1.500000e-01   4.354986e-02     0.32459036
  2.500000e-01   5.787372e-02     0.32894535
  3.500000e-01   7.472439e-02     0.33473272
  4.500000e-01   9.026467e-02     0.34220516
  5.500000e-01   1.092159e-01     0.35123163
  6.500000e-01   1.185372e-01     0.36215322
  7.500000e-01   1.227505e-01     0.37400694
  8.500000e-01   1.281478e-01     0.38628199
  9.500000e-01   1.238094e-01     0.39909677
  1.050000e+00   1.178407e-01     0.41147770
  1.150000e+00   1.100177e-01     0.42326177
  1.250000e+00   1.009048e-01     0.43426354
  1.350000e+00   9.099432e-02     0.44435402
  1.450000e+00   4.476314e-01     0.45345345
  1.550000e+00   3.360400e-01     0.49821659
  1.650000e+00   2.968439e-01     0.53182059
  1.750000e+00   2.610500e-01     0.56150498
  1.850000e+00   2.277514e-01     0.58760998
  1.950000e+00   1.912516e-01     0.61038511
  2.100000e+00   1.471644e-01     0.63907285
  2.300000e+00   1.091962e-01     0.66850573
  2.500000e+00   8.155019e-02     0.69034497
  2.700000e+00   6.123292e-02     0.70665501
  2.900000e+00   4.588279e-02     0.71890159
  3.100000e+00   3.382349e-02     0.72807815
